uri,cls,label
<http://edukg.org/knowledge/3.0/instance/physics#main-E1801>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,刹车距离
<http://edukg.org/knowledge/3.0/instance/physics#main-E2139>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,噪声除草
<http://edukg.org/knowledge/3.0/instance/physics#main-E698>,<http://www.w3.org/2002/07/owl#NamedIndividual>,摩擦起电
<http://edukg.org/knowledge/3.0/instance/physics#main-E73>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,柴油机
<http://edukg.org/knowledge/3.0/instance/physics#main-E787>,<http://edukg.org/knowledge/3.0/class/physics#main-C5>,热平衡方程
<http://edukg.org/knowledge/3.0/instance/physics#main-E1074>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,内电路
<http://edukg.org/knowledge/3.0/instance/physics#main-E442>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,回声
<http://edukg.org/knowledge/3.0/instance/physics#main-E2077>,<http://www.w3.org/2002/07/owl#NamedIndividual>,横波
<http://edukg.org/knowledge/3.0/instance/physics#main-E395>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,比较做功的快慢
<http://edukg.org/knowledge/3.0/instance/physics#main-E1462>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,电炉丝
<http://edukg.org/knowledge/3.0/instance/physics#main-E860>,<http://edukg.org/knowledge/3.0/class/physics#main-C7>,使用多用电表
<http://edukg.org/knowledge/3.0/instance/physics#main-E153>,<http://www.w3.org/2002/07/owl#NamedIndividual>,听诊器
<http://edukg.org/knowledge/3.0/instance/physics#main-E1953>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,沸水
<http://edukg.org/knowledge/3.0/instance/physics#main-E1058>,<http://www.w3.org/2002/07/owl#NamedIndividual>,长度
<http://edukg.org/knowledge/3.0/instance/physics#main-E708>,<http://edukg.org/knowledge/3.0/class/physics#main-C7>,曝光量
<http://edukg.org/knowledge/3.0/instance/physics#main-E648>,<http://edukg.org/knowledge/3.0/class/physics#main-C7>,热传递
<http://edukg.org/knowledge/3.0/instance/physics#main-E607>,<http://edukg.org/knowledge/3.0/class/physics#main-C7>,轮船
<http://edukg.org/knowledge/3.0/instance/physics#main-E1526>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,噪声制冷
<http://edukg.org/knowledge/3.0/instance/physics#main-E311>,<http://edukg.org/knowledge/3.0/class/physics#main-C7>,半导体
<http://edukg.org/knowledge/3.0/instance/physics#main-E416>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,光源
<http://edukg.org/knowledge/3.0/instance/physics#main-E43>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,光的色散
<http://edukg.org/knowledge/3.0/instance/physics#main-E1777>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,国际制热能
<http://edukg.org/knowledge/3.0/instance/physics#main-E894>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,光敏二极管
<http://edukg.org/knowledge/3.0/instance/physics#main-E1753>,<http://www.w3.org/2002/07/owl#NamedIndividual>,仪表检查法
<http://edukg.org/knowledge/3.0/instance/physics#main-E1463>,<http://www.w3.org/2002/07/owl#NamedIndividual>,太阳炉
<http://edukg.org/knowledge/3.0/instance/physics#main-E1216>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,γ射线
<http://edukg.org/knowledge/3.0/instance/physics#main-E288>,<http://www.w3.org/2002/07/owl#NamedIndividual>,三相交变电流
<http://edukg.org/knowledge/3.0/instance/physics#main-E1650>,<http://edukg.org/knowledge/3.0/class/physics#main-C2>,超声波测距
<http://edukg.org/knowledge/3.0/instance/physics#main-E1503>,<http://www.w3.org/2002/07/owl#NamedIndividual>,负电荷
<http://edukg.org/knowledge/3.0/instance/physics#main-E219>,<http://www.w3.org/2002/07/owl#NamedIndividual>,汽化热
<http://edukg.org/knowledge/3.0/instance/physics#main-E712>,<http://edukg.org/knowledge/3.0/class/physics#main-C7>,正电荷
<http://edukg.org/knowledge/3.0/instance/physics#main-E1094>,<http://www.w3.org/2002/07/owl#NamedIndividual>,冲量
<http://edukg.org/knowledge/3.0/instance/physics#main-E1803>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,质量
<http://edukg.org/knowledge/3.0/instance/physics#main-E1617>,<http://edukg.org/knowledge/3.0/class/physics#main-C7>,相对论质能关系
<http://edukg.org/knowledge/3.0/instance/physics#main-E2123>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,列表法
<http://edukg.org/knowledge/3.0/instance/physics#main-E1173>,<http://edukg.org/knowledge/3.0/class/physics#main-C8>,分子体积
<http://edukg.org/knowledge/3.0/instance/physics#main-E262>,<http://edukg.org/knowledge/3.0/class/physics#main-C14>,纵波
<http://edukg.org/knowledge/3.0/instance/physics#main-E2162>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,轻核
<http://edukg.org/knowledge/3.0/instance/physics#main-E716>,<http://www.w3.org/2002/07/owl#NamedIndividual>,容抗
<http://edukg.org/knowledge/3.0/instance/physics#main-E239>,<http://www.w3.org/2002/07/owl#NamedIndividual>,拆分法
<http://edukg.org/knowledge/3.0/instance/physics#main-E317>,<http://www.w3.org/2002/07/owl#NamedIndividual>,工业噪声
<http://edukg.org/knowledge/3.0/instance/physics#main-E1847>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,噪声控制
<http://edukg.org/knowledge/3.0/instance/physics#main-E1609>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,电磁感应中动力学问题
<http://edukg.org/knowledge/3.0/instance/physics#main-E569>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,滑动变阻器的阻值
<http://edukg.org/knowledge/3.0/instance/physics#main-E1763>,<http://www.w3.org/2002/07/owl#NamedIndividual>,带状谱
<http://edukg.org/knowledge/3.0/instance/physics#main-E1681>,<http://www.w3.org/2002/07/owl#NamedIndividual>,氢原子光谱
<http://edukg.org/knowledge/3.0/instance/physics#main-E459>,<http://edukg.org/knowledge/3.0/class/physics#main-C18>,水火箭
<http://edukg.org/knowledge/3.0/instance/physics#main-E1943>,<http://www.w3.org/2002/07/owl#NamedIndividual>,电缆
<http://edukg.org/knowledge/3.0/instance/physics#main-E394>,<http://www.w3.org/2002/07/owl#NamedIndividual>,试触法
<http://edukg.org/knowledge/3.0/instance/physics#main-E2113>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,多普勒效应
<http://edukg.org/knowledge/3.0/instance/physics#main-E783>,<http://edukg.org/knowledge/3.0/class/physics#main-C7>,远视眼的近点
<http://edukg.org/knowledge/3.0/instance/physics#main-E495>,<http://edukg.org/knowledge/3.0/class/physics#main-C17>,机械能
<http://edukg.org/knowledge/3.0/instance/physics#main-E721>,<http://edukg.org/knowledge/3.0/class/physics#main-C15>,平动
<http://edukg.org/knowledge/3.0/instance/physics#main-E1406>,<http://edukg.org/knowledge/3.0/class/physics#main-C7>,热机工作
<http://edukg.org/knowledge/3.0/instance/physics#main-E793>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,核电站
<http://edukg.org/knowledge/3.0/instance/physics#main-E1233>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,流体
<http://edukg.org/knowledge/3.0/instance/physics#main-E2126>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,保险丝
<http://edukg.org/knowledge/3.0/instance/physics#main-E41>,<http://edukg.org/knowledge/3.0/class/physics#main-C7>,结点
<http://edukg.org/knowledge/3.0/instance/physics#main-E1152>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,不可再生能源
<http://edukg.org/knowledge/3.0/instance/physics#main-E1999>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,直流
<http://edukg.org/knowledge/3.0/instance/physics#main-E1158>,<http://www.w3.org/2002/07/owl#NamedIndividual>,浮力
<http://edukg.org/knowledge/3.0/instance/physics#main-E1525>,<http://www.w3.org/2002/07/owl#NamedIndividual>,外力
<http://edukg.org/knowledge/3.0/instance/physics#main-E808>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,求解变力做功
<http://edukg.org/knowledge/3.0/instance/physics#main-E180>,<http://www.w3.org/2002/07/owl#NamedIndividual>,交流电
<http://edukg.org/knowledge/3.0/instance/physics#main-E1339>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,升华
<http://edukg.org/knowledge/3.0/instance/physics#main-E85>,<http://edukg.org/knowledge/3.0/class/physics#main-C7>,分子运动速分布
<http://edukg.org/knowledge/3.0/instance/physics#main-E450>,<http://www.w3.org/2002/07/owl#NamedIndividual>,磁偏转原理
<http://edukg.org/knowledge/3.0/instance/physics#main-E752>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,视网膜
<http://edukg.org/knowledge/3.0/instance/physics#main-E1304>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,核能
<http://edukg.org/knowledge/3.0/instance/physics#main-E266>,<http://edukg.org/knowledge/3.0/class/physics#main-C15>,落体运动
<http://edukg.org/knowledge/3.0/instance/physics#main-E1310>,<http://edukg.org/knowledge/3.0/class/physics#main-C7>,一维坐标
<http://edukg.org/knowledge/3.0/instance/physics#main-E1242>,<http://www.w3.org/2002/07/owl#NamedIndividual>,法拉第
<http://edukg.org/knowledge/3.0/instance/physics#main-E306>,<http://www.w3.org/2002/07/owl#NamedIndividual>,动态含容直流电路
<http://edukg.org/knowledge/3.0/instance/physics#main-E1514>,<http://edukg.org/knowledge/3.0/class/physics#main-C7>,瞳孔
<http://edukg.org/knowledge/3.0/instance/physics#main-E1870>,<http://www.w3.org/2002/07/owl#NamedIndividual>,放射诊断
<http://edukg.org/knowledge/3.0/instance/physics#main-E1400>,<http://www.w3.org/2002/07/owl#NamedIndividual>,静电力
<http://edukg.org/knowledge/3.0/instance/physics#main-E803>,<http://edukg.org/knowledge/3.0/class/physics#main-C4>,解析法
<http://edukg.org/knowledge/3.0/instance/physics#main-E2150>,<http://www.w3.org/2002/07/owl#NamedIndividual>,热力学第二定律
<http://edukg.org/knowledge/3.0/instance/physics#main-E315>,<http://edukg.org/knowledge/3.0/class/physics#main-C7>,速度图像
<http://edukg.org/knowledge/3.0/instance/physics#main-E159>,<http://edukg.org/knowledge/3.0/class/physics#main-C3>,直流电流表
<http://edukg.org/knowledge/3.0/instance/physics#main-E1342>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,电灯在工作时
<http://edukg.org/knowledge/3.0/instance/physics#main-E1673>,<http://www.w3.org/2002/07/owl#NamedIndividual>,平均功率
<http://edukg.org/knowledge/3.0/instance/physics#main-E1986>,<http://edukg.org/knowledge/3.0/class/physics#main-C7>,相遇问题
<http://edukg.org/knowledge/3.0/instance/physics#main-E2205>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,话筒
<http://edukg.org/knowledge/3.0/instance/physics#main-E101>,<http://edukg.org/knowledge/3.0/class/physics#main-C7>,原子
<http://edukg.org/knowledge/3.0/instance/physics#main-E108>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,内电阻
<http://edukg.org/knowledge/3.0/instance/physics#main-E696>,<http://www.w3.org/2002/07/owl#NamedIndividual>,光缆
<http://edukg.org/knowledge/3.0/instance/physics#main-E731>,<http://www.w3.org/2002/07/owl#NamedIndividual>,牛顿第三定律
<http://edukg.org/knowledge/3.0/instance/physics#main-E1603>,<http://www.w3.org/2002/07/owl#NamedIndividual>,磁场力
<http://edukg.org/knowledge/3.0/instance/physics#main-E843>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,双线触电
<http://edukg.org/knowledge/3.0/instance/physics#main-E132>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,碰撞
<http://edukg.org/knowledge/3.0/instance/physics#main-E270>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,等量异种点电荷的电场线
<http://edukg.org/knowledge/3.0/instance/physics#main-E1998>,<http://www.w3.org/2002/07/owl#NamedIndividual>,电路故障
<http://edukg.org/knowledge/3.0/instance/physics#main-E1541>,<http://edukg.org/knowledge/3.0/class/physics#main-C7>,电路
<http://edukg.org/knowledge/3.0/instance/physics#main-E1562>,<http://edukg.org/knowledge/3.0/class/physics#main-C7>,二力平衡
<http://edukg.org/knowledge/3.0/instance/physics#main-E1947>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,“串反并同”结论法
<http://edukg.org/knowledge/3.0/instance/physics#main-E2128>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,大气臭氧层
<http://edukg.org/knowledge/3.0/instance/physics#main-E1692>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,液体
<http://edukg.org/knowledge/3.0/instance/physics#main-E521>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,感生电场
<http://edukg.org/knowledge/3.0/instance/physics#main-E769>,<http://www.w3.org/2002/07/owl#NamedIndividual>,牛顿第一定律
<http://edukg.org/knowledge/3.0/instance/physics#main-E749>,<http://www.w3.org/2002/07/owl#NamedIndividual>,竖直下抛运动
<http://edukg.org/knowledge/3.0/instance/physics#main-E243>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,磁通量变化率
<http://edukg.org/knowledge/3.0/instance/physics#main-E1167>,<http://www.w3.org/2002/07/owl#NamedIndividual>,扩散现象
<http://edukg.org/knowledge/3.0/instance/physics#main-E1046>,<http://edukg.org/knowledge/3.0/class/physics#main-C13>,电子流
<http://edukg.org/knowledge/3.0/instance/physics#main-E518>,<http://edukg.org/knowledge/3.0/class/physics#main-C7>,机械停表
<http://edukg.org/knowledge/3.0/instance/physics#main-E190>,<http://www.w3.org/2002/07/owl#NamedIndividual>,人耳听到声音
<http://edukg.org/knowledge/3.0/instance/physics#main-E891>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,分子平均动能
<http://edukg.org/knowledge/3.0/instance/physics#main-E2176>,<http://www.w3.org/2002/07/owl#NamedIndividual>,欧姆定律
<http://edukg.org/knowledge/3.0/instance/physics#main-E756>,<http://edukg.org/knowledge/3.0/class/physics#main-C7>,粒子
<http://edukg.org/knowledge/3.0/instance/physics#main-E252>,<http://www.w3.org/2002/07/owl#NamedIndividual>,向心加速度
<http://edukg.org/knowledge/3.0/instance/physics#main-E951>,<http://edukg.org/knowledge/3.0/class/physics#main-C18>,数字信号
<http://edukg.org/knowledge/3.0/instance/physics#main-E1456>,<http://edukg.org/knowledge/3.0/class/physics#main-C17>,电能
<http://edukg.org/knowledge/3.0/instance/physics#main-E818>,<http://edukg.org/knowledge/3.0/class/physics#main-C7>,等量同种点电荷的电场线
<http://edukg.org/knowledge/3.0/instance/physics#main-E1320>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,库仑
<http://edukg.org/knowledge/3.0/instance/physics#main-E2132>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,光导纤维
<http://edukg.org/knowledge/3.0/instance/physics#main-E1627>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,静电除尘器
<http://edukg.org/knowledge/3.0/instance/physics#main-E2071>,<http://edukg.org/knowledge/3.0/class/physics#main-C17>,势能
<http://edukg.org/knowledge/3.0/instance/physics#main-E1486>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,特
<http://edukg.org/knowledge/3.0/instance/physics#main-E1115>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,电容
<http://edukg.org/knowledge/3.0/instance/physics#main-E155>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,参考液面法
<http://edukg.org/knowledge/3.0/instance/physics#main-E284>,<http://www.w3.org/2002/07/owl#NamedIndividual>,引力红移
<http://edukg.org/knowledge/3.0/instance/physics#main-E1531>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,新型电光源
<http://edukg.org/knowledge/3.0/instance/physics#main-E1791>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,VCD
<http://edukg.org/knowledge/3.0/instance/physics#main-E1814>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,示波管
<http://edukg.org/knowledge/3.0/instance/physics#main-E1396>,<http://edukg.org/knowledge/3.0/class/physics#main-C10>,库
<http://edukg.org/knowledge/3.0/instance/physics#main-E1788>,<http://www.w3.org/2002/07/owl#NamedIndividual>,打开黄色雾灯
<http://edukg.org/knowledge/3.0/instance/physics#main-E1441>,<http://edukg.org/knowledge/3.0/class/physics#main-C13>,感应电流
<http://edukg.org/knowledge/3.0/instance/physics#main-E39>,<http://www.w3.org/2002/07/owl#NamedIndividual>,阻尼振动
<http://edukg.org/knowledge/3.0/instance/physics#main-E212>,<http://www.w3.org/2002/07/owl#NamedIndividual>,单摆
<http://edukg.org/knowledge/3.0/instance/physics#main-E625>,<http://www.w3.org/2002/07/owl#NamedIndividual>,电势差
<http://edukg.org/knowledge/3.0/instance/physics#main-E1418>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,做功
<http://edukg.org/knowledge/3.0/instance/physics#main-E2158>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,社会噪声
<http://edukg.org/knowledge/3.0/instance/physics#main-E35>,<http://edukg.org/knowledge/3.0/class/physics#main-C6>,融化
<http://edukg.org/knowledge/3.0/instance/physics#main-E1938>,<http://www.w3.org/2002/07/owl#NamedIndividual>,天然放射现象
<http://edukg.org/knowledge/3.0/instance/physics#main-E1946>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,力学实验
<http://edukg.org/knowledge/3.0/instance/physics#main-E513>,<http://edukg.org/knowledge/3.0/class/physics#main-C18>,电磁灶
<http://edukg.org/knowledge/3.0/instance/physics#main-E1426>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,雪
<http://edukg.org/knowledge/3.0/instance/physics#main-E462>,<http://www.w3.org/2002/07/owl#NamedIndividual>,滚摆
<http://edukg.org/knowledge/3.0/instance/physics#main-E1079>,<http://www.w3.org/2002/07/owl#NamedIndividual>,平面镜成像
<http://edukg.org/knowledge/3.0/instance/physics#main-E1460>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,全反射
<http://edukg.org/knowledge/3.0/instance/physics#main-E2175>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,电路状态
<http://edukg.org/knowledge/3.0/instance/physics#main-E1807>,<http://edukg.org/knowledge/3.0/class/physics#main-C7>,船闸
<http://edukg.org/knowledge/3.0/instance/physics#main-E551>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,分子势能
<http://edukg.org/knowledge/3.0/instance/physics#main-E428>,<http://edukg.org/knowledge/3.0/class/physics#main-C6>,浸润
<http://edukg.org/knowledge/3.0/instance/physics#main-E1911>,<http://edukg.org/knowledge/3.0/class/physics#main-C4>,补偿法
<http://edukg.org/knowledge/3.0/instance/physics#main-E125>,<http://www.w3.org/2002/07/owl#NamedIndividual>,停表
<http://edukg.org/knowledge/3.0/instance/physics#main-E879>,<http://edukg.org/knowledge/3.0/class/physics#main-C15>,离心运动
<http://edukg.org/knowledge/3.0/instance/physics#main-E758>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,皮带传动
<http://edukg.org/knowledge/3.0/instance/physics#main-E1021>,<http://edukg.org/knowledge/3.0/class/physics#main-C2>,探究动能定理
<http://edukg.org/knowledge/3.0/instance/physics#main-E1093>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,弹性碰撞
<http://edukg.org/knowledge/3.0/instance/physics#main-E1653>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,滑轮组横放
<http://edukg.org/knowledge/3.0/instance/physics#main-E626>,<http://www.w3.org/2002/07/owl#NamedIndividual>,增透膜
<http://edukg.org/knowledge/3.0/instance/physics#main-E1265>,<http://edukg.org/knowledge/3.0/class/physics#main-C7>,远视眼
<http://edukg.org/knowledge/3.0/instance/physics#main-E294>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,线速度
<http://edukg.org/knowledge/3.0/instance/physics#main-E635>,<http://www.w3.org/2002/07/owl#NamedIndividual>,竖直上抛运动
<http://edukg.org/knowledge/3.0/instance/physics#main-E405>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,太阳光
<http://edukg.org/knowledge/3.0/instance/physics#main-E330>,<http://www.w3.org/2002/07/owl#NamedIndividual>,力学
<http://edukg.org/knowledge/3.0/instance/physics#main-E103>,<http://edukg.org/knowledge/3.0/class/physics#main-C7>,信息传播
<http://edukg.org/knowledge/3.0/instance/physics#main-E1530>,<http://www.w3.org/2002/07/owl#NamedIndividual>,转换放大法
<http://edukg.org/knowledge/3.0/instance/physics#main-E1909>,<http://edukg.org/knowledge/3.0/class/physics#main-C3>,磁电式电流表
<http://edukg.org/knowledge/3.0/instance/physics#main-E1433>,<http://edukg.org/knowledge/3.0/class/physics#main-C6>,镜面反射
<http://edukg.org/knowledge/3.0/instance/physics#main-E439>,<http://www.w3.org/2002/07/owl#NamedIndividual>,平均速度
<http://edukg.org/knowledge/3.0/instance/physics#main-E1420>,<http://www.w3.org/2002/07/owl#NamedIndividual>,法拉第电磁感应定律
<http://edukg.org/knowledge/3.0/instance/physics#main-E1459>,<http://edukg.org/knowledge/3.0/class/physics#main-C3>,毫米刻度尺
<http://edukg.org/knowledge/3.0/instance/physics#main-E893>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,重力势能
<http://edukg.org/knowledge/3.0/instance/physics#main-E254>,<http://edukg.org/knowledge/3.0/class/physics#main-C7>,通电螺线管绕线
<http://edukg.org/knowledge/3.0/instance/physics#main-E271>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,密度方程
<http://edukg.org/knowledge/3.0/instance/physics#main-E1515>,<http://www.w3.org/2002/07/owl#NamedIndividual>,开普勒第一定律
<http://edukg.org/knowledge/3.0/instance/physics#main-E1542>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,远视眼的远点
<http://edukg.org/knowledge/3.0/instance/physics#main-E745>,<http://www.w3.org/2002/07/owl#NamedIndividual>,分子线度
<http://edukg.org/knowledge/3.0/instance/physics#main-E1452>,<http://www.w3.org/2002/07/owl#NamedIndividual>,红外线
<http://edukg.org/knowledge/3.0/instance/physics#main-E267>,<http://edukg.org/knowledge/3.0/class/physics#main-C10>,法
<http://edukg.org/knowledge/3.0/instance/physics#main-E1821>,<http://www.w3.org/2002/07/owl#NamedIndividual>,水银气压计
<http://edukg.org/knowledge/3.0/instance/physics#main-E10>,<http://www.w3.org/2002/07/owl#NamedIndividual>,试探电荷
<http://edukg.org/knowledge/3.0/instance/physics#main-E380>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,声现象
<http://edukg.org/knowledge/3.0/instance/physics#main-E595>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,理想变压器
<http://edukg.org/knowledge/3.0/instance/physics#main-E1031>,<http://www.w3.org/2002/07/owl#NamedIndividual>,海里
<http://edukg.org/knowledge/3.0/instance/physics#main-E1688>,<http://edukg.org/knowledge/3.0/class/physics#main-C7>,转动
<http://edukg.org/knowledge/3.0/instance/physics#main-E14>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,云
<http://edukg.org/knowledge/3.0/instance/physics#main-E1226>,<http://edukg.org/knowledge/3.0/class/physics#main-C7>,滑轮
<http://edukg.org/knowledge/3.0/instance/physics#main-E741>,<http://edukg.org/knowledge/3.0/class/physics#main-C7>,0dB
<http://edukg.org/knowledge/3.0/instance/physics#main-E1881>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,应用动能定理解题
<http://edukg.org/knowledge/3.0/instance/physics#main-E289>,<http://www.w3.org/2002/07/owl#NamedIndividual>,水银蒸发
<http://edukg.org/knowledge/3.0/instance/physics#main-E771>,<http://www.w3.org/2002/07/owl#NamedIndividual>,磁偏角
<http://edukg.org/knowledge/3.0/instance/physics#main-E1661>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,互感系数
<http://edukg.org/knowledge/3.0/instance/physics#main-E1344>,<http://www.w3.org/2002/07/owl#NamedIndividual>,布朗运动
<http://edukg.org/knowledge/3.0/instance/physics#main-E2021>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,有效值
<http://edukg.org/knowledge/3.0/instance/physics#main-E777>,<http://www.w3.org/2002/07/owl#NamedIndividual>,物理学
<http://edukg.org/knowledge/3.0/instance/physics#main-E1974>,<http://www.w3.org/2002/07/owl#NamedIndividual>,电动机热功率
<http://edukg.org/knowledge/3.0/instance/physics#main-E2213>,<http://edukg.org/knowledge/3.0/class/physics#main-C7>,放射源
<http://edukg.org/knowledge/3.0/instance/physics#main-E1442>,<http://edukg.org/knowledge/3.0/class/physics#main-C7>,并联电路
<http://edukg.org/knowledge/3.0/instance/physics#main-E1669>,<http://www.w3.org/2002/07/owl#NamedIndividual>,交变电流有效值
<http://edukg.org/knowledge/3.0/instance/physics#main-E2196>,<http://www.w3.org/2002/07/owl#NamedIndividual>,等效原理
<http://edukg.org/knowledge/3.0/instance/physics#main-E742>,<http://www.w3.org/2002/07/owl#NamedIndividual>,记忆合金
<http://edukg.org/knowledge/3.0/instance/physics#main-E1499>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,比热容
<http://edukg.org/knowledge/3.0/instance/physics#main-E1364>,<http://edukg.org/knowledge/3.0/class/physics#main-C7>,气体燃料
<http://edukg.org/knowledge/3.0/instance/physics#main-E1081>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,气体打火机
<http://edukg.org/knowledge/3.0/instance/physics#main-E484>,<http://edukg.org/knowledge/3.0/class/physics#main-C7>,固体燃料
<http://edukg.org/knowledge/3.0/instance/physics#main-E364>,<http://www.w3.org/2002/07/owl#NamedIndividual>,零功
<http://edukg.org/knowledge/3.0/instance/physics#main-E221>,<http://edukg.org/knowledge/3.0/class/physics#main-C7>,光子说
<http://edukg.org/knowledge/3.0/instance/physics#main-E185>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,现代通信
<http://edukg.org/knowledge/3.0/instance/physics#main-E821>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,氧
<http://edukg.org/knowledge/3.0/instance/physics#main-E822>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,机床
<http://edukg.org/knowledge/3.0/instance/physics#main-E1340>,<http://edukg.org/knowledge/3.0/class/physics#main-C7>,傻瓜相机
<http://edukg.org/knowledge/3.0/instance/physics#main-E413>,<http://edukg.org/knowledge/3.0/class/physics#main-C7>,声呐
<http://edukg.org/knowledge/3.0/instance/physics#main-E68>,<http://www.w3.org/2002/07/owl#NamedIndividual>,电磁感应产生感应电流
<http://edukg.org/knowledge/3.0/instance/physics#main-E1180>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,高压
<http://edukg.org/knowledge/3.0/instance/physics#main-E1414>,<http://edukg.org/knowledge/3.0/class/physics#main-C7>,超导体
<http://edukg.org/knowledge/3.0/instance/physics#main-E245>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,相位差
<http://edukg.org/knowledge/3.0/instance/physics#main-E1963>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,波形图
<http://edukg.org/knowledge/3.0/instance/physics#main-E1033>,<http://edukg.org/knowledge/3.0/class/physics#main-C7>,同名磁极的磁感线
<http://edukg.org/knowledge/3.0/instance/physics#main-E690>,<http://edukg.org/knowledge/3.0/class/physics#main-C7>,相对论时空观
<http://edukg.org/knowledge/3.0/instance/physics#main-E373>,<http://edukg.org/knowledge/3.0/class/physics#main-C7>,α射线
<http://edukg.org/knowledge/3.0/instance/physics#main-E530>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,超声波
<http://edukg.org/knowledge/3.0/instance/physics#main-E1871>,<http://edukg.org/knowledge/3.0/class/physics#main-C7>,气体
<http://edukg.org/knowledge/3.0/instance/physics#main-E2117>,<http://edukg.org/knowledge/3.0/class/physics#main-C0>,β射线
<http://edukg.org/knowledge/3.0/instance/physics#main-E1062>,<http://edukg.org/knowledge/3.0/class/physics#main-C7>,非纯电阻电路
